Date,AAPL_SVM_Close,AAPL_SVM_Open,MSFT_SVM_Close,MSFT_SVM_Open,CSCO_SVM_Close,CSCO_SVM_Open,META_SVM_Close,META_SVM_Open,NVDA_SVM_Close,NVDA_SVM_Open,TSLA_SVM_Close,TSLA_SVM_Open,BABA_SVM_Close,BABA_SVM_Open,AAPL_RF_Close,AAPL_RF_Open,MSFT_RF_Close,MSFT_RF_Open,CSCO_RF_Close,CSCO_RF_Open,META_RF_Close,META_RF_Open,NVDA_RF_Close,NVDA_RF_Open,TSLA_RF_Close,TSLA_RF_Open,BABA_RF_Close,BABA_RF_Open,AAPL_LR_Close,AAPL_LR_Open,MSFT_LR_Close,MSFT_LR_Open,CSCO_LR_Close,CSCO_LR_Open,META_LR_Close,META_LR_Open,NVDA_LR_Close,NVDA_LR_Open
2025-02-13,240.74,240.66,165.9,165.9,82.95,82.96,165.86,165.86,130.75,130.15,172.94,172.25,98.86,98.49,243.3,243.3,286.71,286.71,68.41,68.35,286.71,286.71,131.02,129.39,286.71,286.71,104.4,102.71,231.41,231.46,412.44,414.33,62.33,62.26,707.39,704.94,124.42,123.6
2025-02-14,241.68,241.44,165.99,165.99,83.56,83.58,165.86,165.86,133.77,133.55,181.25,180.88,91.39,91.12,244.48,244.48,286.71,286.71,68.09,68.09,286.71,286.71,132.03,133.09,286.71,286.71,97.07,96.88,230.13,230.0,418.4,419.35,59.6,59.54,646.17,644.44,126.51,126.12
2025-02-15,242.09,241.79,166.02,166.02,83.78,83.8,165.86,165.86,135.19,135.15,181.89,181.58,88.15,87.94,245.09,245.09,286.71,286.71,68.07,68.07,286.71,286.71,134.44,134.58,286.71,286.71,96.57,96.48,229.46,229.23,421.54,422.0,58.15,58.1,613.88,612.53,127.61,127.45
2025-02-16,242.27,241.94,166.03,166.03,83.85,83.87,165.86,165.86,135.86,135.91,181.94,181.62,86.76,86.57,244.72,245.04,286.71,286.71,68.07,68.06,286.71,286.71,136.32,136.32,286.71,286.71,94.98,94.51,229.1,228.83,423.19,423.4,57.39,57.35,596.85,595.7,128.19,128.06
2025-02-17,242.35,242.01,166.03,166.03,83.87,83.89,165.86,165.86,136.18,136.26,181.94,181.63,86.15,85.98,244.72,244.86,286.71,286.71,68.06,68.06,286.71,286.71,136.31,136.21,286.71,286.71,95.21,94.07,228.91,228.62,424.07,424.14,56.99,56.95,587.87,586.83,129.16,129.23
